group,bottleneck,field,pattern,required_check,A_value,B_value,AB_value,detail,result,ab_kind,constraint_template,constraint_category,rm_odp_viewpoint,evaluation_mode,verdict,explanation,adaptation,in_paper_appendix
4,Acknowledgment Protocol Mismatch,acknowledgment_protocols,Loose,Pattern-graded requirement,,,,Loose requires at least one side (or AB) to declare this.,Missing,INTEGRATED,Synchronization Compatibility,RuntimeLevel,Engineering,LLMAssisted,Gap,,,True
4,Communication Mechanism Mismatch,communication_mechanism,Loose,Pattern-graded requirement,,,,Both sides or AB canonical interface required.,Missing,INTEGRATED,Interface Compatibility,RuntimeLevel,Computational,LLMAssisted,Gap,,,True
4,Data Schema Mismatch,(A or B).input vs AB.input,Loose,(A or B).input ↔ AB.input (similarity>0),A.in:soil_toxicity_per_cell; feedback_modified_germination_prob; environmental soil feedback fields provided by soilfeedback model; provides soil toxicity affecting plant establishment; growth | B.in:plant_biomass_per_cell; plant_density_per_cell; species_identity_per_cell; annual plant biomass; density maps from ibm; provides plant biomass / density maps,,(none),max=0.00 | missing: AB.input,Missing,INTEGRATED,Variable Semantic Compatibility,InformationLevel,Information,LLMAssisted,Gap,,,True
4,Distribution Version Mismatch,distribution_version,Loose,Pattern-graded similarity/equality,1.0,1.0,1.0,A↔B token-sim=0.00 (> 0.00),Mismatch,INTEGRATED,Execution Environment Compatibility,RuntimeLevel,Technology,LLMAssisted,Mismatch,,,True
4,File Format Mismatch,file_formats,Loose,Presence required,,,,Neither provides metadata.,Missing,INTEGRATED,Data Format Compatibility,InformationLevel,Information,Deterministic,Gap,Deterministic check: Neither provides metadata.,Provide the missing metadata field(s) for both models before this constraint can be assessed.,True
4,Landing Page Gap,landing_page (A),Loose,Presence required,,,,A provides landing page,Missing,INTEGRATED,(auxiliary) Landing Page Gap / landing_page (A),RuntimeLevel,Technology,Deterministic,Gap,Deterministic check: A provides landing page,Provide the missing metadata field(s) for both models before this constraint can be assessed.,False
4,Operating Environment Mismatch,operating_system,Loose,Declared operating systems must overlap,,,,Operating system not declared on one or both sides.,Missing,INTEGRATED,Operating Environment Compatibility,RuntimeLevel,Technology,Deterministic,Gap,Deterministic check: Operating system not declared on one or both sides.,Provide the missing metadata field(s) for both models before this constraint can be assessed.,True
4,Semantic Mismatch,Purpose & Pattern,Loose,Coverage threshold ≥ 0.50,"simulate spatial vegetation dynamics under competition, dispersal, soil feedback; agent-based simulation of plant life cycle with externally provided soil conditions","simulate soil toxicity accumulation, decay, spread; grid-based updates driven by ibm plant density / biomass","simulate vegetation-soil coevolution under psnf processes; bidirectional, plants modify soil, soil modifies plant establishment; loose","A→AB:0.31 (covered: plant, simulate, soil, vegetation) | B→AB:0.23 (covered: plant, simulate, soil) | A∪B→AB:0.31 (covered: plant, simulate, soil, vegetation) | uncovered_AB: bidirectional, coevolution, establishment, loose, modifies, modify, plants, processes, psnf",Mismatch,INTEGRATED,Purpose Compatibility,PatternAgnostic,Domain,LLMAssisted,Mismatch,,,True
4,Source Code Availability Gap,availability_of_source_code (A),Loose,Presence required,,,,A provides metadata,Missing,INTEGRATED,(auxiliary) Source Code Availability Gap / availability_of_source_code (A),RuntimeLevel,Technology,Deterministic,Gap,Deterministic check: A provides metadata,Provide the missing metadata field(s) for both models before this constraint can be assessed.,False
4,Temporal Coverage Mismatch,temporal_extent_coverage,Loose,Common exchanged variables align semantically (or a declared conversion bridges them),decades,multi-year,decades,A<->B token-sim=0.00 (not aligned) and no resampling/conversion policy is declared.,Mismatch,INTEGRATED,(auxiliary) Temporal Coverage Mismatch / temporal_extent_coverage,RuntimeLevel,Information,Deterministic,Mismatch,Deterministic check: A<->B token-sim=0.00 (not aligned) and no resampling/conversion policy is declared.,Introduce an explicit mediation/adaptation step to resolve this incompatibility before integration.,False
4,Unit Mismatch,A.output(species_identity_per_cell) -> B.input(species_identity_per_cell),Loose,Both sides must declare a unit for the exchanged variable,,,,Unit not declared on one or both sides.,Missing,INTEGRATED,Unit Compatibility,InformationLevel,Information,Deterministic,Gap,Deterministic check: Unit not declared on one or both sides.,Provide the missing metadata field(s) for both models before this constraint can be assessed.,True
